Target	SeqId	Type	Dilution	RefLog10Median	RefLog10MAD	RefMedian	RefSD
TNNT3	16807-35	Protein	20.0	3.5990311070714993	0.12141525013639694	3972.2	6851.479647799247
NDKM	16809-1	Protein	20.0	3.4105916698831193	0.24270101907691183	2573.9	7751.993131642705
RhoGDI	16810-3	Protein	20.0	3.754990127750688	0.24722919267935656	5688.4	7129.4604400392745
SLIM 1	16814-13	Protein	20.0	2.871397781487484	0.09971737766597778	743.7	1628.5574928139008
CDCP1	16818-200	Protein	20.0	3.452537743929398	0.16883307219665356	2834.9	1593.881459280724
APOL3	16823-75	Protein	20.0	3.1668147987909117	0.14386315435979752	1468.3	1116.9656080968966
ATX3	16825-20	Protein	20.0	3.5541013321212365	0.25834662914855183	3581.8	5641.085619784376
Collagen a1(VI)	16828-8	Protein	0.5	4.06210042128957	0.1820944580814197	11537.2	5318.689329717793
DOK1	16831-7	Protein	20.0	3.379124146070392	0.3720607040325062	2394.0	4333.598366287773
FHR3	16836-1	Protein	20.0	2.602494068807281	0.07376282913354702	400.4	4188.492339079904
FLIP	16837-20	Protein	20.0	2.4680517914542377	0.2544234322285156	293.8	509.32174185242997
MPZL1	16845-15	Protein	20.0	2.8239955911559678	0.06614715739022232	666.8	774.0104698755913
RAB3B	16847-39	Protein	20.0	2.718750734739665	0.11222268532058091	523.3	1091.2652855590106
RGS5	16850-5	Protein	20.0	3.210398788652244	0.08375591103786724	1623.3	2106.2550902621174
SCO2	16851-50	Protein	20.0	2.506234359612126	0.11267481259503483	320.8	558.5673466279117
NHRF3	16852-10	Protein	20.0	3.309012348775427	0.09104394804403557	2037.1	2188.706847839335
NRK1	16853-5	Protein	20.0	2.8410464654093035	0.13825257001013463	693.5	736.4004708482904
LSM4	16854-17	Protein	20.0	3.4255994249848216	0.1139621783195223	2664.4	1628.997332010088
MARE2	16856-79	Protein	20.0	3.0921238692442508	0.549213430896838	1236.3	5434.276930033112
RAB2A	16857-2	Protein	20.0	3.1420451481577443	0.20572142021629047	1386.9	2868.836212873823
RCN3	16858-384	Protein	20.0	2.904282657645628	0.07069926093527747	802.2	865.0965900204415
SHLB1	16859-100	Protein	20.0	3.139438274158168	0.09424516911018405	1378.6	2314.042932887715
NANP	16863-47	Protein	20.0	2.9900278987702946	0.09061695675667938	977.3	1265.90097319629
RBP56	16865-62	Protein	20.0	3.426641367561445	0.2195157005752849	2670.8	5679.220403251474
PCTK1	16867-76	Protein	20.0	3.1442316180905467	0.24240730345727224	1393.9	14444.72135154842
MAAI	16872-248	Protein	20.0	3.0203198403573093	0.5819872948608771	1047.9	4691.632741628698
MGN2	16875-13	Protein	20.0	2.943148129358563	0.13144737082862692	877.3	1753.7254215419186
MSRB2	16877-19	Protein	20.0	2.9843922785242656	0.08468451065187108	964.7	5811.8365858287125
PHP14	16882-27	Protein	20.0	4.086836580872747	0.2060774926776764	12213.4	12651.290675999871
RAB4A	16883-57	Protein	20.0	3.1897990106398266	0.15746371037212928	1548.1	2765.7995787208642
MARE3	16885-49	Protein	20.0	5.0607650563846605	0.18787889071752842	115017.8	52548.89395973826
PTH2	16887-29	Protein	20.0	3.0291807889075466	0.07907542468136017	1069.5	959.6854973471256
ATL1	16890-37	Protein	20.0	3.9582436581488563	0.07660003231068598	9083.3	2020.1572645585027
ENPP2	16892-23	Protein	0.005	3.1639659829548834	0.10822894807055954	1458.7	806.8497313444435
OSBL9	16899-59	Protein	20.0	3.2452164569476687	0.08255608155408255	1758.8	1206.7791769945704
MDGA1	16900-29	Protein	0.5	2.9409644934927996	0.16336501618082247	872.9	379.0069153462409
LAMP1	16902-17	Protein	20.0	3.086146190685901	0.11654998873710085	1219.4	6854.44657861404
Nectin-like protein 3	16907-3	Protein	20.0	3.007662446537276	0.07374073618513409	1017.8	636.8195676337474
OMGP	16908-5	Protein	20.0	3.4824161907471987	0.19785279006292264	3036.8	1604.5075189988554
RNT2	16913-8	Protein	20.0	3.2104790426452476	0.09204279412438982	1623.6	464.6062390501773
sCD14	16914-104	Protein	0.5	4.329843133433862	0.08550091133374567	21371.9	4058.0284577233465
SEM4A	16915-153	Protein	0.5	4.022246861682248	0.10682598366532879	10525.6	2736.266014612726
SLIK6	16916-19	Protein	0.5	2.6893088591236203	0.08683430204705583	489.0	552.3597048680572
TLR3	16918-198	Protein	20.0	2.571708831808688	0.08474714275759489	373.0	3437.5971352150095
ACBP	16919-1	Protein	0.5	3.847646680302176	0.27969775154824256	7041.2	7028.6848076976585
PLXB3	16922-53	Protein	20.0	2.727785174182906	0.09097366067654547	534.3	567.6365017081218
Profilin II	16923-20	Protein	20.0	2.79546289439038	0.07395700676923099	624.4	6576.55842351465
Alkaline phosphatase, liver	16926-44	Protein	0.5	3.181986424480151	0.07439008998316407	1520.5	1011.737521276015
Coagulation factor XIII	16927-9	Protein	0.005	4.103245961367873	0.08847492364128147	12683.7	4046.9179831955794
SULT 1E	16932-5	Protein	20.0	2.994449137014036	0.08464065389384343	987.3	1032.691732273142
Beta-globin	17137-160	Protein	0.5	3.2526831619321976	0.09281639635366307	1789.3	4691.636765537744
GST A1-1	17138-8	Protein	20.0	3.101609617233111	0.13588665467725095	1263.6	1301.0277249557262
PDGFD	17140-57	Protein	20.0	4.199214714756426	0.34792030072894214	15820.3	17205.132932874425
S100A8/S100A9	17145-1	Protein	20.0	2.9579423354454044	0.136589110880712	907.7	5983.340767580488
BLVRB	17148-7	Protein	0.5	4.8502019127659715	0.19030801776157497	70827.5	36809.05623388998
HSP 10	17150-8	Protein	20.0	3.6562419843289615	0.3439601008384244	4531.5	9762.408751978752
IRF-3	17151-84	Protein	20.0	4.004974474159486	0.46239541325333006	10115.2	15509.006168254116
KI2S4	17152-10	Protein	20.0	2.8806992892187013	0.06738834683429477	759.8	1102.2335045318691
KI2L3	17153-46	Protein	20.0	2.9679222067305173	0.27483626336930606	928.8	3054.982987566968
TEBP	17154-2	Protein	20.0	3.6529325448873387	0.13242744372851412	4497.1	3382.110978145942
VPS28 protein homolog	17155-1	Protein	20.0	3.9443691485290064	0.13782866355002318	8797.7	3467.18106668304
DCAK1	17156-72	Protein	20.0	3.45250710370913	0.09469320297076583	2834.7	6548.5282911453105
UB2G1	17158-17	Protein	20.0	3.612052355179759	0.13977384515983526	4093.1	15704.680739896206
OST48	17161-1	Protein	20.0	3.118859695409587	0.09969635918862854	1314.8	1311.8694463483605
Annexin III	17163-117	Protein	20.0	2.467756051244033	0.09025397521194527	293.6	1164.0795963752685
annexin IV	17164-15	Protein	20.0	3.2678754193188975	0.40596963208354025	1853.0	3458.092049675689
BTG	17165-1	Protein	0.005	3.941531308357246	0.3325130894596101	8740.4	9318.157335292588
FGF-8F	17166-4	Protein	20.0	2.6310376965367404	0.08941435741691998	427.6	998.678614850056
CALCB	17170-15	Protein	20.0	2.525304009958239	0.09749703632814052	335.2	397.38289227040895
STAT	17172-19	Protein	20.0	3.4353665066126613	0.29856795862932833	2725.0	22792.170721622995
MP2K6	17175-5	Protein	20.0	2.8975721138257304	0.1539169566783345	789.9	1362.8213406928828
PSIP1	17176-13	Protein	20.0	4.270816205164866	0.19388042070202657	18655.9	16762.154124483644
BAG-1	17195-43	Protein	20.0	3.0248139326293106	0.21824627691147497	1058.8	1755.1795292425063
ClpP endopeptidase	17196-5	Protein	20.0	3.0262880620239425	0.09216890694358196	1062.4	1763.9170442883562
HIF1N	17199-43	Protein	20.0	2.856547644856748	0.10558768287476124	718.7	1066.7035374847082
KI2L1	17200-50	Protein	20.0	3.2220918864542596	0.1134502952542151	1667.6	2306.344600292981
PDCD4	17202-37	Protein	20.0	2.4387005329007363	0.06781670845016244	274.6	724.0197594943093
PNMT	17204-17	Protein	20.0	3.299441920802092	0.08491180149832173	1992.7	1600.021200820138
RAB5A	17205-21	Protein	20.0	3.9408102316055293	0.3694049774901574	8725.9	13604.028314208734
ST2B1	17209-27	Protein	20.0	3.5614949337948287	0.1679084391237463	3643.3	3206.3568135749165
TCL1A	17210-2	Protein	20.0	2.868232868422465	0.07351870589110686	738.3	1618.4500781824945
MIME	17224-12	Protein	20.0	3.4318299782730626	0.09960891610824202	2702.9	3967.753184583472
L-plastin	17231-1	Protein	0.5	4.3877349888516815	0.07035389646521437	24419.4	5230.644919187916
SELH	17319-1	Protein	20.0	2.6921416093667836	0.08412852919742247	492.2	1464.8899267236004
ADPPT	17320-19	Protein	20.0	4.1517099195213465	0.40981371667613276	14181.1	18303.604623284176
KGUA	17325-10	Protein	20.0	4.233189087281311	0.29035418387756606	17107.6	15941.222920312124
DUS23	17326-44	Protein	20.0	2.5033820634737327	0.08220504659583057	318.7	661.9724471979018
CNPY3	17327-3	Protein	20.0	3.4121580320091054	0.1785229370051858	2583.2	2628.0277701456075
BDH2	17329-2	Protein	20.0	2.642167634404945	0.10515324187521413	438.7	1342.5855127443003
KREM1	17331-138	Protein	0.5	3.213756752406484	0.0751781354478052	1635.9	456.4185373668591
ARHL2	17332-3	Protein	20.0	4.0383498855076025	0.2580757652075437	10923.2	12108.163301378188
ACADM	17333-20	Protein	20.0	2.6026025204202563	0.2829020245614044	400.5	1971.53277184089
VAMP2	17335-18	Protein	20.0	3.254257967223835	0.1952801256309527	1795.8	5999.371049417864
CR3L2	17336-54	Protein	20.0	2.358315640082196	0.08076010818208225	228.2	746.3832787903252
TYY1	17337-1	Protein	20.0	2.2678754193188975	0.10759050897381983	185.3	1494.8206516643022
THIC	17341-89	Protein	20.0	3.5247335591865165	0.41771597998311366	3347.6	7163.462530268869
AGR3	17342-13	Protein	20.0	3.3654131000761778	0.31555161575156254	2319.6	3308.76221924683
SNPH	17343-6	Protein	20.0	2.756940236046724	0.10518432151490381	571.4	6014.056623337327
STML1	17344-23	Protein	0.5	3.15733586209728	0.07584880321411115	1436.6	845.0289718086112
ZADH2	17345-12	Protein	20.0	3.217878578027433	0.42201449203620256	1651.5	6871.249972710717
FDSCP	17346-61	Protein	20.0	2.8372095278012064	0.11928053243623017	687.4	753.3366803354455
CA080	17347-80	Protein	20.0	4.562354732140139	0.29154211786091616	36505.2	27633.74076449434
SYJ2B	17348-5	Protein	20.0	2.5268559871258747	0.09996599898861303	336.4	757.8209060872553
CHM2B	17350-13	Protein	20.0	4.203147160001004	0.5534697803100332	15964.2	27897.085936834075
SYT4	17355-56	Protein	0.5	3.0383419336536064	0.13776723964082435	1092.3	1237.6277127314183
IL1FA	17356-34	Protein	20.0	2.6625689669332604	0.09039247013178797	459.8	940.621832916929
SPCS	17357-33	Protein	20.0	2.5186455243303114	0.1165484850911038	330.1	620.8301530263284
VHL	17362-5	Protein	20.0	2.62283547952152	0.09400836668547842	419.6	1235.393672399784
RU2B	17364-8	Protein	20.0	2.5233562066547925	0.129509263794597	333.7	5761.131004384446
KAT1	17365-7	Protein	20.0	3.183725258045578	0.1215214873401101	1526.6	2255.58081080234
DCNL1	17366-6	Protein	0.5	3.728061448115637	0.09376110356255545	5346.4	2333.2992607132555
Stathmin	17367-5	Protein	20.0	3.5416915469636883	0.18928582869185173	3480.9	4112.018880301166
ABHDA	17370-186	Protein	20.0	2.945222316635341	0.26521358009080187	881.5	3165.958246283427
4EBP1	17372-5	Protein	20.0	3.055989583385691	0.07679468384941172	1137.6	1519.802073494443
Aldose reductase-like C3	17377-1	Protein	20.0	2.969928189428116	0.1449568605770511	933.1	1097.1656024995343
UBE2K	17380-2	Protein	20.0	4.679257961553374	0.3483779195208248	47781.3	36824.97796396793
STAR5	17383-4	Protein	20.0	3.234086825138971	0.19968050330531342	1714.3	1954.0616881044994
K6PF	17384-110	Protein	0.5	3.526016021340753	0.1618890673166723	3357.5	3440.2272139687425
IKB-beta	17387-27	Protein	20.0	2.6338722626583326	0.10279341979177274	430.4	4525.3287915976525
SPF45	17391-10	Protein	20.0	2.8828659197216293	0.3733610823762402	763.6	1802.3429252413407
SCAD	17393-13	Protein	20.0	3.299529089146387	0.10980636255928519	1993.1	2828.8790150293285
ADH1A	17396-23	Protein	20.0	3.6583644156870716	0.26164620972688774	4553.7	4999.913569392407
DHB11	17397-8	Protein	20.0	2.5185139398778875	0.06136888684548816	330.0	883.677998181972
HO-1	17398-55	Protein	0.5	3.4173221970997294	0.1187603112697591	2614.1	1381.6672305522825
ACOT8	17400-71	Protein	20.0	3.3321555713955466	0.20724301259789124	2148.6	3880.744491123209
acyl-Coenzyme A dehydrogenase	17403-14	Protein	20.0	2.961088719767896	0.14477149745537335	914.3	1784.8798499879192
ARL5B	17404-5	Protein	0.5	4.000837380537534	0.11217526435649773	10019.3	4879.927970955846
UCHL5	17405-2	Protein	20.0	3.0646077201306263	0.18169295568035607	1160.4	8199.77104058225
PMM1	17408-2	Protein	20.0	2.5809249756756194	0.12637984199748528	381.0	1756.4827335367524
CETN3	17410-5	Protein	20.0	2.673389578188305	0.11581179160023851	471.4	1372.217828002334
UFD1	17411-55	Protein	20.0	3.702465002893851	0.5574140504429027	5040.4	10582.71822945674
TES	17419-17	Protein	20.0	2.92121812119495	0.10854701598711898	834.1	2427.955746059302
NLGN3	17427-26	Protein	20.0	2.3308194664958366	0.06643888124813535	214.2	250.38006810449647
KAD4	17432-25	Protein	20.0	3.2544513953450163	0.1125812091130499	1796.6	1227.6886547387755
ETFA	17435-43	Protein	20.0	3.439616866317564	0.08347685153818434	2751.8	1394.2632966617798
CSNK1G2	17436-193	Protein	20.0	2.8505237088789945	0.32495886309813216	708.8	1810.0818791249246
Alkaline phosphatase, intestine	17441-4	Protein	20.0	2.646501750031612	0.09976425850882222	443.1	858.9371431665347
SFRP4	17447-52	Protein	0.5	3.8984454321835242	0.13482408558091327	7914.9	2621.1480845298
CD9	17449-23	Protein	20.0	2.9275243408750287	0.08969627935197419	846.3	869.2482879504937
Histidyl-tRNA synthetase	17450-51	Protein	20.0	4.529002779705826	0.47096827885840886	33806.7	38792.8191026975
BIM	17451-13	Protein	20.0	3.1876335099506936	0.10103441062854804	1540.4	4852.193400670197
Ceruloplasmin	17453-34	Protein	20.0	3.8015409061903185	0.127141469298472	6332.0	3379.0360275070057
EGFL6	17454-15	Protein	20.0	2.833147111912785	0.19856880285100906	681.0	1102.5050165294613
FOLR1	17455-42	Protein	20.0	2.912434633375575	0.13596629233443497	817.4	641.1082970852275
GOLM1	17456-53	Protein	20.0	3.6430379246813205	0.14966835482700167	4395.8	2033.3156242391442
Mx1	17460-51	Protein	20.0	2.9262909868848634	0.15488834935709903	843.9	5737.7419223363495
IRF1	17462-19	Protein	20.0	2.383456296524753	0.06997399811759818	241.8	585.43743150859
ACSF2	17466-72	Protein	20.0	2.8629657589777624	0.15602447499683098	729.4	1883.9986538105763
DHRS9	17467-1	Protein	0.5	3.017450729510536	0.12635186971131174	1041.0	1048.1549020216173
SUFU	17468-1	Protein	20.0	3.1662524519541604	0.0810090846443175	1466.4	1445.904216579239
YETS4	17474-106	Protein	20.0	2.757623745908389	0.09102206929434106	572.3	981.3774883282061
TOPK	17475-18	Protein	20.0	2.966000857628784	0.09844359897738841	924.7	1016.526322787529
SH3BGRL3-like protein	17490-4	Protein	20.0	3.2546930594110726	0.503114721628938	1797.6	3241.9829461431086
SIR3	17495-141	Protein	20.0	2.9882913419074875	0.07068344560643106	973.4	522.0905557717607
NALDL	17505-125	Protein	0.5	3.1738852403687914	0.09035758403592313	1492.4	3347.410019433129
HPPD	17509-6	Protein	0.5	2.955591550405724	0.08585673628467917	902.8	480.4931129491921
SRP14	17510-7	Protein	20.0	3.005137595908864	0.10652915561619844	1011.9	1495.1927950481916
RPP30	17511-10	Protein	20.0	3.1183639442634408	0.08901157838627018	1313.3	2101.674954805292
NMI	17512-2	Protein	20.0	4.26521888809996	0.27520841953776026	18417.0	18253.37741999315
ANX11	17513-11	Protein	20.0	4.541844980804501	0.47259888352390805	34821.3	35184.92745617312
RAB21	17514-48	Protein	20.0	4.4740019787067595	0.3749023596573055	29785.3	25514.652863601397
STCH	17515-6	Protein	20.0	3.6334583555904723	0.09263060129434386	4299.9	1499.5110133192532
Rab3A	17516-7	Protein	20.0	2.699751031689514	0.12705593476755075	500.9	972.6810036190913
ING4	17671-58	Protein	20.0	2.817300878393321	0.09959877313241813	656.6	994.678095865697
Gastric intrinsic factor	17672-184	Protein	20.0	3.3531080261481505	0.18691193036109824	2254.8	1649.236060147104
Carbonic Anhydrase VB	17673-34	Protein	20.0	2.9773577295453015	0.09733384431055442	949.2	1249.7103130298894
ACO13	17675-17	Protein	20.0	3.8652343026774876	0.5508449929456916	7332.2	17671.25595052724
CIP4	17676-13	Protein	20.0	4.183910133804047	0.5706442575673539	15272.5	22771.321521244237
BY55	17677-47	Protein	20.0	2.53655844257153	0.21355009857114096	344.0	487.8441629064818
VSIG4	17678-28	Protein	0.5	3.7643031879199866	0.16658043715564763	5811.7	3479.6967674486173
EPHB1	17680-12	Protein	20.0	2.696443763138999	0.08061364830962732	497.1	754.4952008666871
CD46	17682-1	Protein	0.5	3.2739498925500086	0.07997169576387665	1879.1	896.8173182485666
COMD9	17683-2	Protein	20.0	3.0848621390484223	0.2526549859361495	1215.8	2840.2641169925
Apo A-IV	17685-9	Protein	0.005	4.525094067497685	0.12297124160300692	33503.8	11079.719480140275
TBCB	17686-27	Protein	20.0	4.651717902071912	0.4708249215144929	44845.4	43459.82568881896
TPP1	17691-1	Protein	0.5	3.154332661242305	0.0965158178578428	1426.7	921.359743668628
BT3A3	17692-2	Protein	20.0	2.792811771248147	0.07554062484725887	620.6	480.94947015424646
Septin-6	17693-2	Protein	20.0	3.007235537545952	0.1191698295976961	1016.8	1680.3969044652015
PSME2	17694-32	Protein	0.5	3.2804873137618293	0.19961542355854167	1907.6	2889.4009570706453
TIRP	17696-1	Protein	20.0	2.832189461068513	0.0859383796162108	679.5	1727.691995559625
OVCA2	17697-2	Protein	20.0	3.6714875689983266	0.4532872275739651	4693.4	7933.182287955048
WBP2	17698-15	Protein	20.0	2.820004306808318	0.10097947188192291	660.7	1440.548857005048
TIMELESS	17699-43	Protein	20.0	2.435525851498655	0.07348114761350985	272.6	446.55524821250054
UGT 1A1	17702-53	Protein	20.0	3.111464151586654	0.12028526150170812	1292.6	3136.238851727423
GEMI	17703-40	Protein	20.0	2.6514718521990424	0.07309718317544774	448.2	886.4931712993142
HS105	17704-74	Protein	20.0	2.9202277114569286	0.12944111665884944	832.2	1113.1493670629836
PPR1A	17706-4	Protein	20.0	3.078021580520386	0.09807075571133647	1196.8	697.4887061599683
TPD53	17710-40	Protein	20.0	2.587598729721245	0.1300557252242093	386.9	867.9159066647786
VAMP1	17711-13	Protein	20.0	2.805228914203426	0.12636973031990972	638.6	2579.1937908120235
IDI1	17712-7	Protein	20.0	3.7001843296221977	0.3386657365814738	5014.0	6237.551723400637
GAS7	17721-82	Protein	20.0	2.997561115633588	0.06343777045008048	994.4	1401.5105974018086
FKBP52 protein	17722-5	Protein	20.0	4.567255810752808	0.2014953129803998	36919.5	24818.6455406609
WWOX	17724-3	Protein	20.0	2.5328817194073974	0.08052787132460316	341.1	907.8962872853995
USH1C	17725-37	Protein	20.0	2.7078255683322316	0.0807688996603722	510.3	693.7143283264907
SAR1A	17726-3	Protein	0.5	3.443810401121398	0.7088624528871562	2778.5	7498.8797791814395
Securin	17727-1	Protein	20.0	2.7904259173911106	0.0935947722988689	617.2	2625.2785695761354
CHM2A	17728-61	Protein	0.5	3.6460408456348934	0.5107663518171303	4426.3	7580.689481346752
UBE2S	17729-20	Protein	20.0	2.9383195433421556	0.21656069850791343	867.6	1244.0893304850233
a-endosulfine	17734-13	Protein	20.0	3.4365601706217404	0.5122785846142529	2732.5	10774.286805963411
GBRAP	17735-130	Protein	0.5	3.248929133718768	0.14029407267730123	1773.9	2510.75083342565
APTX	17736-105	Protein	20.0	3.026655813877043	0.07546804799621905	1063.3	1403.3979029521463
IVD	17737-7	Protein	20.0	3.6326597132939136	0.35474097429569534	4292.0	10651.077562575249
CRNN	17738-7	Protein	20.0	2.8796692056320534	0.13691898057851687	758.0	3993.8951115583095
HCDH	17739-1	Protein	20.0	3.7860696410292425	0.4828137778355206	6110.4	15818.724412876645
RRAS	17742-2	Protein	20.0	3.050031562368402	0.12562943548380354	1122.1	1167.1560183671716
UBE2A	17743-14	Protein	20.0	2.8058405488146727	0.08345691017839797	639.5	1083.5233338986936
